ts,run_id,event,strategy,asset,slug,left_s,bn_px,up_ask,up_bid,up_spread,up_bid_sz,up_ask_sz,up_n_bids,up_n_asks,up_age_ms,dn_ask,dn_bid,dn_spread,dn_bid_sz,dn_ask_sz,dn_n_bids,dn_n_asks,dn_age_ms,fill_up,fill_dn,cost_up,cost_dn,dump_side,dump_px,dump_bid,dump_bid_src,dump_rec,cl_open,cl_close,cl_delta_pct,settle_dir,settle_src,clob_up_bid,clob_dn_bid,entry_fees,dump_fee,pnl,cum_pnl,cap,w,l,flags,
2026-03-08T23:25:11.042606813+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773012300,289,1953.07,0.51,0.5,0.01,137,61.1,50,49,0,0.5,0.49,0.01,61.1,137,49,50,0,0.511,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:25:11.042714876+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773012300,289,82.23,0.51,0.5,0.01,81.6,47.6,50,49,0,0.5,0.49,0.01,47.6,81.6,49,50,0,0.511,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:25:11.042746083+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773012300,289,1.35,0.51,0.48,0.03,65.2,19,48,49,0,0.52,0.49,0.03,19,65.2,49,48,0,0.511,0.521,5,5,,,,,,,,,,,,,,,,,,,WIDE_SPREAD_UP|WIDE_SPREAD_DN,,
2026-03-08T23:25:12.003540284+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773012300,288,66548.16,0.5,0.47,0.03,120,360.8,47,50,0,0.53,0.5,0.03,360.8,120,50,47,0,0.501,0.531,5,5,,,,,,,,,,,,,,,,,,,WIDE_SPREAD_UP|WIDE_SPREAD_DN,,
2026-03-08T23:25:12.170990546+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773012300,288,66554.41,0.5,0.49,0.01,10,293.7,48,50,0,0.51,0.5,0.01,293.7,10,50,48,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:29:31.132081230+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773012300,29,1.35,,,,,,,,,,,,,25,,4,93,,,,,UP,0.04,0.04,REAL,0.3914,1.35,1.35,-0.0957,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:29:33.012118609+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773012300,27,1951.82,,,,,,,,,,,,,7,,20,79,,,,,UP,0.16,0.2,REAL,1.5656,1952.91,1951.76,-0.0591,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:29:33.012205010+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773012300,27,82.17,,,,,,,,,,,,,8,,11,86,,,,,UP,0.11,0.11,REAL,1.0763,82.23,82.17,-0.0762,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:29:33.012248876+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773012300,27,1.35,,,,,,,,,,,,,69.8,,3,92,,,,,UP,0.029,0.03,REAL,0.2953,1.35,1.35,-0.0907,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:29:33.012291009+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773012300,27,66478.92,,,,,,,,,,,,,85.5,,11,88,,,,,UP,0.109,0.11,REAL,1.0878,66524.49,66481.32,-0.0649,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:29:33.190303428+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773012300,27,1951.82,,,,,,,,,,,,,45,,20,79,,,,,UP,0.16,0.2,REAL,1.5656,1952.91,1951.76,-0.0591,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:29:33.190401356+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773012300,27,66478.92,,,,,,,,,,,,,58.8,,11,88,,,,,UP,0.1,0.11,REAL,0.998,66524.49,66481.32,-0.0649,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:29:33.190443209+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773012300,27,82.17,,,,,,,,,,,,,18,,11,86,,,,,UP,0.1,0.11,REAL,0.9785,82.23,82.17,-0.0762,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:30:00.113310230+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773012300,0,1951.44,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.16,,,1952.91,1951.61,-0.0666,DOWN,CL,0,0.99,0.3087,0.0822,1.1547,106.0449,206.0449,97,38,,,
2026-03-08T23:30:00.113450582+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773012300,0,82.15,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.11,,,82.23,82.16,-0.0853,DOWN,CL,0,0.99,0.3087,0.0599,0.6877,105.578,205.578,97,38,,,
2026-03-08T23:30:00.113571604+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773012300,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.029,,,1.35,1.35,-0.0666,DOWN,CL,0,0.999,0.3088,0.0179,-0.4344,104.4558,204.4558,96,39,,,
2026-03-08T23:30:00.113662091+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773012300,0,66470.01,,,0.03,,,,,,,,0.03,,,,,,,,,,,0.109,,,66524.49,66477.64,-0.0704,DOWN,CL,0,0.99,0.3025,0.0606,0.1409,105.0312,205.0312,97,38,,,
2026-03-08T23:30:00.383837226+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773012300,0,1.35,,,0.03,,,,,,,,0.03,,,,,,,,,,,0.04,,,1.35,1.35,-0.0666,DOWN,CL,0,0.999,0.3025,0.0235,-0.3377,72.0758,172.0758,66,36,,,
2026-03-08T23:30:00.384358682+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773012300,0,1951.44,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.16,,,1952.91,1951.61,-0.0666,DOWN,CL,0,0.99,0.3087,0.0822,1.1547,73.5681,173.5681,67,35,,,
2026-03-08T23:30:00.384936554+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773012300,0,66470.01,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.1,,,66524.49,66477.64,-0.0704,DOWN,CL,0,0.99,0.3087,0.0561,0.4179,72.8313,172.8313,67,35,,,
2026-03-08T23:30:00.385006059+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773012300,0,82.15,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.1,,,82.23,82.16,-0.0853,DOWN,CL,0,0.99,0.3087,0.055,0.5947,73.0082,173.0082,67,35,,,
2026-03-08T23:30:10.856632538+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773012600,290,1951.67,0.53,0.52,0.01,13,155.9,52,47,0,0.48,0.47,0.01,155.9,13,47,52,0,0.531,0.481,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:10.856780481+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773012600,290,82.18,0.53,0.52,0.01,99,48,52,47,0,0.48,0.47,0.01,48,99,47,52,0,0.531,0.481,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:11.645547017+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773012600,289,1951.68,0.52,0.51,0.01,58,5,51,48,0,0.49,0.48,0.01,5,58,48,51,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:11.645688601+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773012600,289,82.18,0.53,0.52,0.01,109,14,52,47,0,0.48,0.47,0.01,14,109,47,52,0,0.531,0.481,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:12.921864237+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773012600,288,66489.59,0.51,0.5,0.01,270.1,98.9,50,48,0,0.5,0.49,0.01,98.9,270.1,48,50,0,0.511,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:21.074176660+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773012600,279,66486.34,0.52,0.51,0.01,30,10,50,47,0,0.49,0.48,0.01,10,30,47,50,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:25.338865032+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773012600,275,1.35,0.53,0.51,0.02,20,73,51,47,0,0.49,0.47,0.02,73,20,47,51,0,0.531,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:30:25.460263101+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773012600,275,1.35,0.52,0.51,0.01,20,66.1,51,48,0,0.49,0.48,0.01,66.1,20,48,51,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:34:31.201043722+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773012600,29,1.35,,,,,,,,,,,,,46,,21,75,,,,,UP,0.12,0.21,REAL,1.1516,1.35,1.35,-0.0522,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.201177524+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773012600,29,1949.73,,,,,,,,,,,,,5,,5,93,,,,,UP,0.04,0.05,REAL,0.3766,1951.66,1949.84,-0.0936,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.201222432+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773012600,29,82.12,,,,,,,,,,,,,38,,30,69,,,,,UP,0.21,0.3,REAL,1.9774,82.16,82.13,-0.0361,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.201286097+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773012600,29,66465.58,,,,,,,,,,,,,81,,41,53,,,,,UP,0.35,0.43,REAL,3.4247,66478.67,66465.55,-0.0197,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.295610557+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773012600,29,82.12,,,,,,,,,,,,,10,,30,69,,,,,UP,0.21,0.3,REAL,1.9774,82.16,82.13,-0.0361,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.295693873+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773012600,29,66465.58,,,,,,,,,,,,,25,,46,50,,,,,UP,0.35,0.48,REAL,3.3589,66478.67,66465.55,-0.0197,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.295737418+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773012600,29,1.35,,,,,,,,,,,,,38,,21,75,,,,,UP,0.14,0.21,REAL,1.3183,1.35,1.35,-0.0522,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:34:31.295822938+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773012600,29,1949.73,,,,,,,,,,,,,3,,5,93,,,,,UP,0.04,0.05,REAL,0.3839,1951.66,1949.84,-0.0936,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:35:00.431566998+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773012600,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.12,,,1.35,1.35,-0.0563,DOWN,CL,0,0.99,0.3088,0.0633,0.9628,75.2059,175.2059,70,36,,,
2026-03-08T23:35:00.431705857+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773012600,0,1949.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.04,,,1951.66,1949.19,-0.1268,DOWN,CL,0,0.99,0.3087,0.0226,0.4403,74.6834,174.6834,70,36,,,
2026-03-08T23:35:00.431745037+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773012600,0,82.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.21,,,82.16,82.09,-0.0793,DOWN,CL,0,0.99,0.3087,0.0976,1.966,76.2091,176.2091,70,36,,,
2026-03-08T23:35:00.431811216+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773012600,0,66444.81,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.35,,,66478.67,66449.1,-0.0445,DOWN,CL,0,0.99,0.3087,0.1391,2.9568,77.1999,177.1999,70,36,,,
2026-03-08T23:35:00.578440828+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773012600,0,82.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.21,,,82.16,82.09,-0.0793,DOWN,CL,0,0.99,0.3087,0.0976,1.966,108.4052,208.4052,100,39,,,
2026-03-08T23:35:00.578513618+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773012600,0,66444.81,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.35,,,66478.67,66449.1,-0.0445,DOWN,CL,0,0.99,0.3088,0.1365,3.097,109.5362,209.5362,100,39,,,
2026-03-08T23:35:00.578540879+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773012600,0,1.35,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.14,,,1.35,1.35,-0.0563,DOWN,CL,0,0.99,0.3056,0.0709,1.1251,107.5643,207.5643,100,39,,,
2026-03-08T23:35:00.578584715+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773012600,0,1949.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.04,,,1951.66,1949.19,-0.1268,DOWN,CL,0,0.99,0.3088,0.023,0.2354,106.6746,206.6746,100,39,,,
2026-03-08T23:35:24.442369359+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773012900,276,82.08,0.48,0.47,0.01,8,37,47,52,0,0.53,0.52,0.01,37,8,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:21.208434699+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773012900,219,82.09,0.49,0.48,0.01,87.1,9.8,48,50,0,0.52,0.51,0.01,9.8,87.1,50,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:23.085853687+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773012900,217,1.35,0.5,0.49,0.01,33,80.2,49,50,0,0.51,0.5,0.01,80.2,33,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:23.271802046+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773012900,217,1.35,0.5,0.49,0.01,72,77.2,49,50,0,0.51,0.5,0.01,77.2,72,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:25.147917788+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773012900,215,1948.79,0.48,0.47,0.01,190,20,47,52,0,0.53,0.52,0.01,20,190,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:25.340414162+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773012900,215,1948.79,0.48,0.47,0.01,179.5,20,47,52,0,0.53,0.52,0.01,20,179.5,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:37.901619230+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773012900,203,66420.48,0.49,0.48,0.01,10,390.6,48,51,0,0.52,0.51,0.01,390.6,5,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:36:38.823665532+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773012900,202,66420.48,0.49,0.48,0.01,129.1,398.8,48,51,0,0.52,0.51,0.01,398.8,129.1,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:39:33.240533736+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773012900,27,1.34,,,,,,,,,,,,,0,,0,99,,,,,UP,0.099,0.1,EST,0.988,1.35,1.34,-0.2747,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.240648769+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773012900,27,81.77,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.5094,82.09,81.81,-0.3475,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.240691673+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773012900,27,1941.12,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.5094,1949.16,1941.6,-0.3881,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.240789862+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773012900,27,66224.15,,,,,,,,,,,,,0,,0,119,,,,,UP,0.049,0.05,EST,0.499,66450.28,66236.8,-0.3213,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.972318732+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773012900,27,1.34,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.489,1.35,1.34,-0.3002,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.972403210+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773012900,27,81.78,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.499,82.09,81.78,-0.3805,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.972431042+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773012900,27,66224.14,,,,,,,,,,,,,0,,0,117,,,,,UP,0.049,0.05,EST,0.499,66450.28,66230.1,-0.3314,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:39:33.972461958+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773012900,27,1941.12,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.5094,1949.16,1941.19,-0.4092,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-08T23:40:00.076734879+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773012900,0,1.34,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,1.35,1.34,-0.2722,DOWN,CL,0,0.99,0.3087,0.0291,-0.0641,112.7987,212.7987,103,40,,,
2026-03-08T23:40:00.076842331+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773012900,0,81.83,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,82.09,81.83,-0.325,DOWN,CL,0,0.99,0.3088,0.0297,-0.2425,112.6202,212.6202,103,40,,,
2026-03-08T23:40:00.076871985+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773012900,0,66239.36,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,66450.28,66241.68,-0.3139,DOWN,CL,0,0.999,0.3088,0.0297,-0.2425,112.6202,212.6202,103,40,,,
2026-03-08T23:40:00.076900118+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773012900,0,1941.66,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,1949.16,1941.59,-0.3885,DOWN,CL,0,0.99,0.3087,0.0303,-0.4135,112.4492,212.4492,103,40,,,
2026-03-08T23:40:00.355031195+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773012900,0,1.34,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.099,,,1.35,1.34,-0.2722,DOWN,CL,0,0.99,0.3087,0.0556,0.4084,80.9774,180.9774,74,36,,,
2026-03-08T23:40:00.355149414+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773012900,0,81.83,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,82.09,81.83,-0.325,DOWN,CL,0,0.99,0.3087,0.0303,-0.4135,80.1556,180.1556,73,37,,,
2026-03-08T23:40:00.355180791+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773012900,0,1941.66,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,1949.16,1941.59,-0.3885,DOWN,CL,0,0.99,0.3087,0.0303,-0.4135,80.1556,180.1556,73,37,,,
2026-03-08T23:40:00.355208152+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773012900,0,66239.36,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,66450.28,66241.68,-0.3139,DOWN,CL,0,0.999,0.3088,0.0297,-0.2425,80.3266,180.3266,73,37,,,
2026-03-08T23:40:14.089002342+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773013200,286,1.34,0.49,0.48,0.01,71,0.5,48,51,0,0.52,0.51,0.01,0.5,71,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:40:14.846909215+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773013200,286,1941.14,0.48,0.47,0.01,16,141.5,47,52,0,0.53,0.52,0.01,141.5,16,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:40:14.847055997+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773013200,286,1.34,0.53,0.51,0.02,48.3,12,51,47,0,0.49,0.47,0.02,12,48.3,47,51,0,0.531,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:40:15.118089132+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773013200,285,1941.14,0.48,0.47,0.01,42,50.5,47,52,0,0.53,0.52,0.01,50.5,42,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:40:40.936894637+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773013200,260,66226.16,0.49,0.47,0.02,343.1,176.1,47,51,0,0.53,0.51,0.02,176.1,343.1,51,47,0,0.491,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:40:41.184487148+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773013200,259,66226.16,0.49,0.48,0.01,30,66.1,48,51,0,0.52,0.51,0.01,66.1,30,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:41:12.358078284+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773013200,228,81.82,0.5,0.49,0.01,42,73.8,49,50,0,0.51,0.5,0.01,73.8,42,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:41:12.564424980+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773013200,228,81.82,0.5,0.49,0.01,42,73.8,49,50,0,0.51,0.5,0.01,73.8,42,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-08T23:44:31.271134380+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773013200,29,1.34,,,,,,,,,,,,,20,,37,62,,,,,DN,0.34,0.37,REAL,3.263,1.34,1.34,0.02,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:44:31.298576125+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773013200,29,1.34,,,,,,,,,,,,,20,,37,62,,,,,DN,0.34,0.37,REAL,3.4623,1.34,1.34,0.02,,,,,,,,,,,,,MAKER_FILL
2026-03-08T23:44:33.449164891+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773013200,27,66185.09,,,,,,,,,,,,,484.2,,4,95,,,,,UP,0.039,0.04,REAL,0.3971,66241.1,66186.41,-0.0826,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:44:33.449279613+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773013200,27,81.77,,,,,,,,,,,,,20.7,,7,92,,,,,UP,0.069,0.07,REAL,0.6886,81.83,81.78,-0.0602,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:44:33.449335608+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773013200,27,1940.7,,,,,,,,,,,,,40,,17,81,,,,,UP,0.169,0.17,REAL,1.7568,1941.64,1940.6,-0.0537,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:44:33.488372982+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773013200,27,66185.09,,,,,,,,,,,,,484.2,,4,95,,,,,UP,0.039,0.04,REAL,0.3971,66241.1,66186.41,-0.0826,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:44:33.488458261+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773013200,27,1940.7,,,,,,,,,,,,,40,,17,81,,,,,UP,0.169,0.17,REAL,1.7568,1941.64,1940.6,-0.0537,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:44:33.488515947+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773013200,27,81.77,,,,,,,,,,,,,20.7,,7,92,,,,,UP,0.069,0.07,REAL,0.6886,81.83,81.78,-0.0602,,,,,,,,,,,,,TAKER_FORCE
2026-03-08T23:45:00.532338800+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773013200,0,1.34,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.34,,,1.34,1.34,-0.0718,DOWN,CL,0,0.99,0.3088,0.1428,2.6077,82.5157,182.5157,75,39,,,
2026-03-08T23:45:00.532460303+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773013200,0,66117.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.039,,,66241.1,66117.17,-0.1871,DOWN,CL,0,0.99,0.3088,0.0239,-0.3385,79.5695,179.5695,74,40,,,
2026-03-08T23:45:00.532534946+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773013200,0,81.7,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.069,,,81.83,81.69,-0.1615,DOWN,CL,0,0.99,0.3087,0.0401,0.1245,80.0325,180.0325,75,39,,,
2026-03-08T23:45:00.532661546+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773013200,0,1939.03,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.169,,,1941.64,1938.88,-0.1423,DOWN,CL,0,0.99,0.3087,0.0912,0.773,80.6809,180.6809,75,39,,,
2026-03-08T23:45:00.628073946+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773013200,0,1.34,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.34,,,1.34,1.34,-0.0718,DOWN,CL,0,0.99,0.3056,0.1321,2.9471,114.8473,214.8473,104,43,,,
2026-03-08T23:45:00.628226275+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773013200,0,66113.82,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.039,,,66241.1,66117.17,-0.1871,DOWN,CL,0,0.99,0.3056,0.0239,-0.5161,111.3841,211.3841,103,44,,,
2026-03-08T23:45:00.628324283+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773013200,0,1938.95,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.169,,,1941.64,1938.88,-0.1423,DOWN,CL,0,0.99,0.3087,0.0912,0.773,112.6731,212.6731,104,43,,,
2026-03-08T23:45:00.628418515+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773013200,0,81.7,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.069,,,81.83,81.69,-0.1615,DOWN,CL,0,0.99,0.3087,0.0401,0.1245,112.0247,212.0247,104,43,,,
