ts,run_id,event,strategy,asset,slug,left_s,bn_px,up_ask,up_bid,up_spread,up_bid_sz,up_ask_sz,up_n_bids,up_n_asks,up_age_ms,dn_ask,dn_bid,dn_spread,dn_bid_sz,dn_ask_sz,dn_n_bids,dn_n_asks,dn_age_ms,fill_up,fill_dn,cost_up,cost_dn,dump_side,dump_px,dump_bid,dump_bid_src,dump_rec,cl_open,cl_close,cl_delta_pct,settle_dir,settle_src,clob_up_bid,clob_dn_bid,entry_fees,dump_fee,pnl,cum_pnl,cap,w,l,flags,
2026-03-09T03:34:33.123369386+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773027000,27,67317.12,,,,,,,,,,,,,0,,0,99,,,,,DN,0.099,0.1,EST,1.0081,67221.84,67329.11,0.1596,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:34:33.123434733+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773027000,27,1985.19,,,,,,,,,,,,,371.8,,42,55,,,,,DN,0.28,0.42,REAL,2.8513,1984.47,1985.56,0.0554,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:34:33.722984631+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773027000,27,67310.57,,,,,,,,,,,,,0,,0,99,,,,,DN,0.099,0.1,EST,1.0081,67221.06,67329.68,0.1616,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:35:00.534600934+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773027000,0,83.6,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.09,,,83.58,83.59,0.014,UP,CL,0.99,0,0.3087,0.0532,-0.0102,150.3548,250.3548,172,102,,,
2026-03-09T03:35:00.534721927+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773027000,0,1.36,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.23,,,1.36,1.36,0.0049,UP,CL,0.65,0.19,0.3087,0.1105,1.6609,152.026,252.026,173,101,,,
2026-03-09T03:35:00.534804791+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773027000,0,67302.82,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.099,,,67221.84,67299.68,0.1158,UP,CL,0.99,0,0.3056,0.0568,0.0619,150.427,250.427,173,101,,,
2026-03-09T03:35:00.534865293+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773027000,0,1984.56,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.28,,,1984.47,1984.43,-0.0016,DOWN,CL,0.6,0.36,0.3088,0.1209,2.4408,152.8058,252.8058,173,101,CL_CLOB_SPLIT,,
2026-03-09T03:35:00.844017447+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773027000,0,67302.82,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.099,,,67221.06,67299.68,0.117,UP,CL,0.99,0,0.3088,0.0568,0.2396,176.9958,276.9958,203,103,,,
2026-03-09T03:35:00.844162085+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773027000,0,1984.56,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.28,,,1984.46,1984.43,-0.0011,DOWN,CL,0.65,0.12,0.3087,0.1233,2.2877,179.044,279.044,203,103,CL_CLOB_SPLIT,,
2026-03-09T03:35:00.844258982+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773027000,0,1.36,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.22,,,1.36,1.36,0.0042,UP,CL,0.99,0,0.3056,0.107,1.3799,178.1361,278.1361,203,103,,,
2026-03-09T03:35:00.844385322+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773027000,0,83.6,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.1,,,83.57,83.59,0.0185,UP,CL,0.99,0,0.3087,0.0585,0.0885,176.8447,276.8447,203,103,,,
2026-03-09T03:35:10.300002760+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773027300,290,67300,0.49,0.48,0.01,632,92.9,48,51,0,0.52,0.51,0.01,92.9,632,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:35:10.300120848+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773027300,290,1984.76,0.5,0.49,0.01,549.5,51.5,49,50,0,0.51,0.5,0.01,51.5,549.5,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:35:10.300183692+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773027300,290,83.59,0.49,0.48,0.01,27,55.8,48,51,0,0.52,0.51,0.01,55.8,27,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:35:11.036535520+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773027300,289,67300,0.5,0.49,0.01,105,458.3,49,50,0,0.51,0.5,0.01,458.3,105,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:35:11.036652938+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773027300,289,1984.85,0.51,0.5,0.01,429,142,50,49,0,0.5,0.49,0.01,142,429,49,50,0,0.511,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:35:11.036716383+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773027300,289,83.59,0.48,0.47,0.01,35,38.3,47,52,0,0.53,0.52,0.01,38.3,35,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:38:06.619902145+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773027300,114,1.36,0.49,0.48,0.01,43.5,15.7,48,50,0,0.52,0.51,0.01,15.7,43.5,50,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:38:06.743670170+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773027300,114,1.36,0.49,0.48,0.01,28.3,15.7,48,51,0,0.52,0.51,0.01,15.7,28.3,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:39:33.375728196+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773027300,27,83.25,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.499,83.58,83.22,-0.4312,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:39:33.375878322+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773027300,27,1.35,,,,,,,,,,,,,5639.5,,1,98,,,,,UP,0.01,0.01,REAL,0.1018,1.36,1.35,-0.1915,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:39:33.375950991+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773027300,27,67176.48,,,,,,,,,,,,,0,,0,99,,,,,UP,0.099,0.1,EST,1.0081,67299.96,67166.32,-0.1986,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:39:33.376019325+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773027300,27,1979.32,,,,,,,,,,,,,2627.6,,1,98,,,,,UP,0.01,0.01,REAL,0.0998,1984.43,1978.84,-0.2813,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:39:34.031825826+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773027300,26,1.35,,,,,,,,,,,,,4914.5,,1,98,,,,,UP,0.01,0.01,REAL,0.1018,1.36,1.35,-0.1915,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:39:34.031923963+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773027300,26,67170.59,,,,,,,,,,,,,0,,0,99,,,,,UP,0.099,0.1,EST,0.988,67299.96,67166.32,-0.1986,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:39:34.031980729+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773027300,26,1979.19,,,,,,,,,,,,,2557.6,,1,98,,,,,UP,0.01,0.01,REAL,0.0978,1984.43,1978.84,-0.2813,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:39:34.032037174+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773027300,26,83.25,,,,,,,,,,,,,0,,0,99,,,,,UP,0.049,0.05,EST,0.5094,83.58,83.22,-0.4312,,,,,,,,,,,,,TAKER_FORCE|EST_BID
2026-03-09T03:40:00.196014658+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773027300,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.01,,,1.36,1.35,-0.2479,DOWN,CL,0,0.99,0.3088,0.0063,-0.6163,153.9022,253.9022,175,103,,,
2026-03-09T03:40:00.196171184+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773027300,0,67127.61,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.099,,,67299.96,67113.19,-0.2775,DOWN,CL,0,0.99,0.3087,0.0556,0.4084,154.9268,254.9268,176,102,,,
2026-03-09T03:40:00.196263023+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773027300,0,1977.97,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.01,,,1984.43,1977.36,-0.356,DOWN,CL,0,0.99,0.3087,0.0061,-0.2369,154.2816,254.2816,175,103,,,
2026-03-09T03:40:00.196334931+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773027300,0,83.19,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,83.58,83.17,-0.4954,DOWN,CL,0,0.99,0.3087,0.0303,-0.4135,154.105,254.105,175,103,,,
2026-03-09T03:40:00.558378012+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773027300,0,83.18,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.049,,,83.58,83.18,-0.4878,DOWN,CL,0,0.99,0.3088,0.0297,-0.2425,180.5094,280.5094,206,104,,,
2026-03-09T03:40:00.558442569+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773027300,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.01,,,1.36,1.35,-0.2468,DOWN,CL,0,0.99,0.3088,0.0063,-0.6163,180.1356,280.1356,206,104,,,
2026-03-09T03:40:00.558470701+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773027300,0,67125.2,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.099,,,67299.96,67113.83,-0.2766,DOWN,CL,0,0.99,0.3088,0.0568,0.2396,180.9914,280.9914,207,103,,,
2026-03-09T03:40:00.558499054+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773027300,0,1978.11,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.01,,,1984.43,1977.68,-0.3401,DOWN,CL,0,0.99,0.3087,0.0062,-0.4304,180.3215,280.3215,206,104,,,
2026-03-09T03:40:10.743055722+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773027600,290,67113.64,0.49,0.48,0.01,14.3,11.1,48,51,0,0.52,0.51,0.01,11.1,14.3,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:40:10.743174632+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773027600,290,1977.61,0.52,0.5,0.02,358,232.2,49,48,0,0.5,0.48,0.02,232.2,358,48,49,0,0.521,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:40:11.021528264+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773027600,289,67113.65,0.49,0.48,0.01,49.3,25,48,51,0,0.52,0.51,0.01,25,49.3,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:40:11.021672421+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773027600,289,1977.61,0.51,0.5,0.01,319.7,23,50,49,0,0.5,0.49,0.01,23,319.7,49,50,0,0.511,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:40:33.002026824+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773027600,267,83.15,0.49,0.47,0.02,42,22,47,51,0,0.53,0.51,0.02,22,42,51,47,0,0.491,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:40:33.029231403+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773027600,267,83.15,0.49,0.47,0.02,42,22,47,51,0,0.53,0.51,0.02,22,42,51,47,0,0.491,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:44:31.079879431+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773027600,29,1977.11,,,,,,,,,,,,,434,,16,81,,,,,UP,0.16,0.16,REAL,1.5656,1977.15,1976.85,-0.0152,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:44:31.678583680+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773027600,29,1977.11,,,,,,,,,,,,,5,,17,82,,,,,UP,0.16,0.17,REAL,1.5355,1977.15,1976.85,-0.0155,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:44:33.246991833+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773027600,27,67091.04,,,,,,,,,,,,,15.6,,7,92,,,,,UP,0.07,0.07,REAL,0.7128,67113.04,67086.31,-0.0398,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:44:33.247101779+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773027600,27,83.13,,,,,,,,,,,,,14,,10,87,,,,,UP,0.1,0.1,REAL,1.0183,83.16,83.12,-0.0463,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:44:33.741210299+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773027600,27,67091.04,,,,,,,,,,,,,591.5,,6,93,,,,,UP,0.059,0.06,REAL,0.6008,67112.44,67086.31,-0.0389,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:44:33.741358562+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773027600,27,83.13,,,,,,,,,,,,,32.1,,9,88,,,,,UP,0.089,0.09,REAL,0.9063,83.16,83.12,-0.0463,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:45:00.098967746+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773027600,0,67099.4,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.059,,,67112.44,67097.4,-0.0224,DOWN,CL,0,0.99,0.3088,0.0353,-0.1463,153.5138,253.5138,176,106,,,
2026-03-09T03:45:00.099100777+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773027600,0,83.14,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.089,,,83.16,83.14,-0.028,DOWN,CL,0,0.99,0.3056,0.0516,-0.0347,153.6254,253.6254,176,106,,,
2026-03-09T03:45:00.099130181+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773027600,0,1977.17,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.16,,,1977.15,1977.1,-0.0026,DOWN,CL,0.01,0.95,0.3056,0.0806,1.1293,154.7895,254.7895,177,105,,,
2026-03-09T03:45:00.315071083+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773027600,0,67099.4,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.07,,,67113.04,67097.4,-0.0233,DOWN,CL,0,0.99,0.3088,0.0414,-0.0404,179.6618,279.6618,207,107,,,
2026-03-09T03:45:00.315145335+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773027600,0,1977.18,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.16,,,1977.15,1977.1,-0.0024,DOWN,CL,0,0.99,0.3087,0.0822,1.1547,180.8569,280.8569,208,106,,,
2026-03-09T03:45:00.315174138+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773027600,0,83.14,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.1,,,83.16,83.14,-0.028,DOWN,CL,0,0.99,0.3056,0.0573,0.0716,179.7739,279.7739,208,106,,,
2026-03-09T03:45:10.629430109+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773027900,290,67096.61,0.52,0.49,0.03,54.3,30,49,48,0,0.51,0.48,0.03,30,54.3,48,49,0,0.521,0.511,5,5,,,,,,,,,,,,,,,,,,,WIDE_SPREAD_UP|WIDE_SPREAD_DN,,
2026-03-09T03:45:10.629554056+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773027900,290,1977.1,0.48,0.47,0.01,54,5,47,52,0,0.53,0.52,0.01,5,54,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:45:10.758819574+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773027900,290,67093.96,0.5,0.49,0.01,42.3,10,49,50,0,0.51,0.5,0.01,10,42.3,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:45:15.011864252+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773027900,285,1976.84,0.49,0.48,0.01,6.2,242,48,51,0,0.52,0.51,0.01,242,6.2,51,48,0,0.491,0.521,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:45:17.028666239+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773027900,283,1.35,0.48,0.47,0.01,8,36.8,47,52,0,0.53,0.52,0.01,36.8,8,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:45:17.081820925+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773027900,283,1.35,0.48,0.47,0.01,8,36.8,47,52,0,0.53,0.52,0.01,36.8,8,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:45:51.681681208+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773027900,249,83.11,0.48,0.47,0.01,9.8,17,47,52,0,0.53,0.52,0.01,17,9.8,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:46:12.356560783+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773027900,228,83.14,0.52,0.5,0.02,1.7,51,50,48,0,0.5,0.48,0.02,51,1.7,48,50,0,0.521,0.501,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:49:31.455006875+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773027900,29,1976.7,,,,,,,,,,,,,7.9,,67,32,,,,,DN,0.5,0.67,REAL,4.7081,1977.04,1977.09,0.0024,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:49:31.455111833+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773027900,29,67127.94,,,,,,,,,,,,,484.1,,17,82,,,,,DN,0.17,0.17,REAL,1.6634,67097.22,67126.83,0.0441,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:49:31.455156180+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773027900,29,83.12,,,,,,,,,,,,,10,,32,66,,,,,UP,0.32,0.32,REAL,3.3264,83.13,83.12,-0.0097,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:49:31.989132291+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773027900,29,1976.7,,,,,,,,,,,,,12,,31,68,,,,,UP,0.29,0.31,REAL,2.9532,1977.1,1976.69,-0.0203,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:49:31.989222497+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773027900,29,83.12,,,,,,,,,,,,,10,,31,67,,,,,UP,0.32,0.32,REAL,3.071,83.13,83.12,-0.0162,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:49:33.022413846+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773027900,27,1.35,,,,,,,,,,,,,21,,7,89,,,,,UP,0.069,0.07,REAL,0.7173,1.35,1.35,-0.0603,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:49:33.022518044+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773027900,27,67124.78,,,,,,,,,,,,,617.1,,18,81,,,,,DN,0.179,0.18,REAL,1.7515,67097.36,67124.18,0.04,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:49:33.531257601+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773027900,27,1.35,,,,,,,,,,,,,5,,7,91,,,,,UP,0.069,0.07,REAL,0.7173,1.35,1.35,-0.0597,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:50:00.202556710+00:00,R0308_200647,SETTLE,S3,xrp,xrp-updown-5m-1773027900,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.069,,,1.35,1.35,-0.0974,DOWN,CL,0,0.99,0.3087,0.0417,-0.217,180.6711,280.6711,209,108,,,
2026-03-09T03:50:00.202654317+00:00,R0308_200647,SETTLE,S3,eth,eth-updown-5m-1773027900,0,1976.63,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.29,,,1977.1,1976.61,-0.0245,DOWN,CL,0.01,0.98,0.3088,0.131,2.1103,182.9984,282.9984,210,107,,,
2026-03-09T03:50:00.202698233+00:00,R0308_200647,SETTLE,S3,sol,sol-updown-5m-1773027900,0,83.11,,,0.02,,,,,,,,0.02,,,,,,,,,,,0.32,,,83.13,83.11,-0.0237,DOWN,CL,0.01,0.98,0.3056,0.1305,2.6149,183.503,283.503,210,107,,,
2026-03-09T03:50:00.202742910+00:00,R0308_200647,SETTLE,S3,btc,btc-updown-5m-1773027900,0,67135.9,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.179,,,67097.36,67134.62,0.0555,UP,CL,0.99,0,0.3087,0.0899,1.3329,182.221,282.221,210,107,,,
2026-03-09T03:50:01.035793623+00:00,R0308_205043,SETTLE,S3,eth,eth-updown-5m-1773027900,0,1976.76,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.5,,,1977.04,1976.61,-0.0215,DOWN,CL,0,0.99,0.3087,0.1624,4.1425,158.7509,258.7509,178,107,,,
2026-03-09T03:50:01.035892461+00:00,R0308_205043,SETTLE,S3,btc,btc-updown-5m-1773027900,0,67130,,,0.03,,,,,,,,0.03,,,,,,,,,,,0.17,,,67097.22,67134.65,0.0558,UP,CL,0.99,0,0.3025,0.0863,0.8715,155.48,255.48,178,107,,,
2026-03-09T03:50:01.035933173+00:00,R0308_205043,SETTLE,S3,xrp,xrp-updown-5m-1773027900,0,1.35,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.069,,,1.35,1.35,-0.0994,DOWN,CL,0,0.99,0.3087,0.0417,-0.217,154.3914,254.3914,177,108,,,
2026-03-09T03:50:01.035962307+00:00,R0308_205043,SETTLE,S3,sol,sol-updown-5m-1773027900,0,83.1,,,0.01,,,,,,,,0.01,,,,,,,,,,,0.32,,,83.13,83.11,-0.0232,DOWN,CL,0.01,0.98,0.3087,0.1414,2.2925,156.9009,256.9009,178,107,,,
2026-03-09T03:50:10.346153514+00:00,R0308_205043,ENTRY,S3,sol,sol-updown-5m-1773028200,290,83.12,0.52,0.51,0.01,23.6,103.3,51,48,0,0.49,0.48,0.01,103.3,23.6,48,51,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:10.346280616+00:00,R0308_205043,ENTRY,S3,xrp,xrp-updown-5m-1773028200,290,1.35,0.48,0.47,0.01,11,68.8,47,52,0,0.53,0.52,0.01,68.8,11,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:10.638745300+00:00,R0308_200647,ENTRY,S3,sol,sol-updown-5m-1773028200,290,83.12,0.52,0.51,0.01,16.6,95.3,51,48,0,0.49,0.48,0.01,95.3,16.6,48,51,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:10.638882517+00:00,R0308_200647,ENTRY,S3,xrp,xrp-updown-5m-1773028200,290,1.35,0.48,0.47,0.01,10,61.1,47,52,0,0.53,0.52,0.01,61.1,10,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:14.726103855+00:00,R0308_205043,ENTRY,S3,btc,btc-updown-5m-1773028200,286,67131.13,0.5,0.49,0.01,24.4,968,49,50,0,0.51,0.5,0.01,968,24.4,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:14.764516067+00:00,R0308_200647,ENTRY,S3,btc,btc-updown-5m-1773028200,286,67131.13,0.5,0.49,0.01,24.4,956,49,50,0,0.51,0.5,0.01,956,24.4,50,49,0,0.501,0.511,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:17.979746243+00:00,R0308_200647,ENTRY,S3,eth,eth-updown-5m-1773028200,283,1976.87,0.52,0.51,0.01,43.4,58,51,48,0,0.49,0.48,0.01,58,43.4,48,51,0,0.521,0.491,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:50:20.927120149+00:00,R0308_205043,ENTRY,S3,eth,eth-updown-5m-1773028200,280,1976.35,0.48,0.47,0.01,22.3,51,47,52,0,0.53,0.52,0.01,51,22.3,52,47,0,0.481,0.531,5,5,,,,,,,,,,,,,,,,,,,,,
2026-03-09T03:54:33.230106593+00:00,R0308_200647,DUMP,S3,sol,sol-updown-5m-1773028200,27,82.96,,,,,,,,,,,,,4835.1,,1,98,,,,,UP,0.01,0.01,REAL,0.096,83.11,82.96,-0.1863,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.230193072+00:00,R0308_200647,DUMP,S3,eth,eth-updown-5m-1773028200,27,1973.71,,,,,,,,,,,,,5,,2,97,,,,,UP,0.02,0.02,REAL,0.1919,1976.6,1973.21,-0.1712,,,,,,,,,,,,,MAKER_FILL
2026-03-09T03:54:33.230234986+00:00,R0308_200647,DUMP,S3,btc,btc-updown-5m-1773028200,27,67066.19,,,,,,,,,,,,,69.5,,3,96,,,,,UP,0.029,0.03,REAL,0.2894,67134.46,67064.33,-0.1045,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.230278061+00:00,R0308_200647,DUMP,S3,xrp,xrp-updown-5m-1773028200,27,1.35,,,,,,,,,,,,,240.8,,2,97,,,,,UP,0.019,0.02,REAL,0.1975,1.35,1.35,-0.1148,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.233451537+00:00,R0308_205043,DUMP,S3,sol,sol-updown-5m-1773028200,27,82.96,,,,,,,,,,,,,4835.1,,1,98,,,,,UP,0.01,0.01,REAL,0.096,83.11,82.96,-0.1867,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.233526160+00:00,R0308_205043,DUMP,S3,xrp,xrp-updown-5m-1773028200,27,1.35,,,,,,,,,,,,,240.8,,2,97,,,,,UP,0.019,0.02,REAL,0.1975,1.35,1.35,-0.1145,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.233568303+00:00,R0308_205043,DUMP,S3,btc,btc-updown-5m-1773028200,27,67066.19,,,,,,,,,,,,,69.5,,3,96,,,,,UP,0.029,0.03,REAL,0.2894,67134.62,67064.33,-0.1047,,,,,,,,,,,,,TAKER_FORCE
2026-03-09T03:54:33.233622976+00:00,R0308_205043,DUMP,S3,eth,eth-updown-5m-1773028200,27,1973.71,,,,,,,,,,,,,5,,2,97,,,,,UP,0.02,0.02,REAL,0.2079,1976.6,1973.21,-0.1712,,,,,,,,,,,,,MAKER_FILL
